ID,Review Date,Location,Hotel/Restaurant name,Processed_review,Location_Hotel
rn367081926,"Reviewed April 24, 2016 ", Rawai,Flip Side,husband take spot lunch really fancy burger disappoint food fantastic really good fresh burger fry order side coleslaw onion ring good, Rawai_Flip Side
rn366591304,"Reviewed April 23, 2016 ", Rawai,Flip Side,first time particular restaurant trendy comfortable place opposite beach burger great ambiance good staff attentive bit pricey really think worth big question would go back answer yes, Rawai_Flip Side
rn365583512,"Reviewed April 20, 2016 ", Rawai,Flip Side,european quality delicious burger alcohol non alcohol cocktail sea view huge choise bottle beer way big rarity phuket locate rawai beach front suitable place walk, Rawai_Flip Side
rn363213874,"Reviewed April 10, 2016 ", Rawai,Flip Side,want western meal change pace great burger salad full also order specialty beer, Rawai_Flip Side
rn357478524,"Reviewed March 21, 2016 ", Rawai,Flip Side,family burger good test staff friendly good service come back f sure, Rawai_Flip Side
rn353739104,"Reviewed March 7, 2016 ", Rawai,Flip Side,around lot restaurant phuket chase good quality burger place finally find spot right rawai beach service beyond perfect already greet wave parking outside, Rawai_Flip Side
rn351809411,"Reviewed February 29, 2016 ", Rawai,Flip Side,girl day ago really recommend often go eat want really good burger milkshake really recommend place, Rawai_Flip Side
rn346763150,"Reviewed February 10, 2016 ", Rawai,Flip Side,quality food service flip side excellent tender tasty burger patty soft home make bun fresh topping simple really lot place manage pull together like one top, Rawai_Flip Side
rn345388193,"Reviewed February 6, 2016 ", Rawai,Flip Side,bacon cheese burger curly fry fantastic burger beef n bacon cook perfection fyoufyouyoua would definitely recommend, Rawai_Flip Side
rn341843326,"Reviewed January 22, 2016 ", Rawai,Flip Side,pity road restaurant sea nice location hamburger pork rib good great selection beer, Rawai_Flip Side
rn341588306,"Reviewed January 20, 2016 ", Rawai,Flip Side,good bacon cheese burger fyoufyoudyou ever serve crispy curly fry wooden carving board great presentation service freindly perfect english happy see wonderful selection beer great time great food great, Rawai_Flip Side
rn340577728,"Reviewed January 16, 2016 ", Rawai,Flip Side,wife call overcast afternoon rawai good service selection beer spend afternoon drink cold beer play card eat couple customer th food look, Rawai_Flip Side
rn338138717,"Reviewed January 7, 2016 ", Rawai,Flip Side,first time muchos nachos plate really muchos nachos otherwise really tasty bit much cheese top af mount nachos second time blt sandwich bacon, Rawai_Flip Side
rn337763199,"Reviewed January 5, 2016 ", Rawai,Flip Side,eat blt sandwitch bread nice crisp outside soft inside bacon also cook perfection crisp soggy floppy bacon bread service quick affordable price, Rawai_Flip Side
rn337424079,"Reviewed January 4, 2016 ", Rawai,Flip Side,great place buffalo wing american burger exactly great selection international beer go meal, Rawai_Flip Side
rn336365009,"Reviewed January 1, 2016 ", Rawai,Flip Side,live thailand three year originally come new york learn burger western food restaurant way expectation therefore generally eat burger place great review claim, Rawai_Flip Side
rn333606089,"Reviewed December 17, 2015 ", Rawai,Flip Side,place really good little pricey worth treat staff attentive food wonderful view amazing go sure, Rawai_Flip Side
rn331369875,"Reviewed December 8, 2015 ", Rawai,Flip Side,rack rib porky pig burger delicious also friendly staff good service good time, Rawai_Flip Side
rn331350214,"Reviewed December 7, 2015 ", Rawai,Flip Side,warm friendly great staff good service food perfect addition fish chip light cessar salad chicken nice glass wine one many craft beer could, Rawai_Flip Side
rn329337900,"Reviewed November 27, 2015 ", Rawai,Flip Side,good place burger among phuket restaurant improve service cordial friendly deserve star burger supreme good highly suggeat give try regret, Rawai_Flip Side
rn329281772,"Reviewed November 26, 2015 ", Rawai,Flip Side,chicken salad tasty exceptional large selection international beer taste go great burger, Rawai_Flip Side
rn328490222,"Reviewed November 22, 2015 ", Rawai,Flip Side,food average bad amazing curly fry good burger price especially flavorful much well burger elsewheremore, Rawai_Flip Side
rn326408559,"Reviewed November 12, 2015 ", Rawai,Flip Side,great place chillax rawai sip cold beer watch tide go sorry see tom leave new manager great service good ever approach high season start get, Rawai_Flip Side
rn325597373,"Reviewed November 9, 2015 ", Rawai,Flip Side,go dinner last night excellent read review say expensive small portion straight week thai food crave burger head dinner burger delicious, Rawai_Flip Side
rn321388214,"Reviewed October 24, 2015 ", Rawai,Flip Side,eat alot burger alot would say cheese bacon burger one good burger ever taste entire life even girlfriend big fan burgersoo say one, Rawai_Flip Side
rn320854617,"Reviewed October 22, 2015 ", Rawai,Flip Side,burger chip lunch right enormous burger expensive choice people large appetite service friendly quick meal enjoyable come, Rawai_Flip Side
rn319714690,"Reviewed October 17, 2015 ", Rawai,Flip Side,modern dcor make place stand yummy burger beautifully present husband tiger beer decide try trappist beer cost eye water cl bottle x price chang, Rawai_Flip Side
rn318911678,"Reviewed October 15, 2015 ", Rawai,Flip Side,joint live review great place rawai worth trip hot shot burger yummy good curly fire, Rawai_Flip Side
rn314227554,"Reviewed September 28, 2015 ", Rawai,Flip Side,move area relieve find flip side meet owner tom bit beer connoisseur palate rather fatigue usual suspect thailand chang singha san mig light although add, Rawai_Flip Side
rn313223573,"Reviewed September 24, 2015 ", Rawai,Flip Side,three week thailand ready burger flip side deliver great burger manhattan wife bacon cheeseburger small baby problem friendly staff much enjoy, Rawai_Flip Side
rn313179453,"Reviewed September 23, 2015 ", Rawai,Flip Side,nice little restaurant sea front good choise beer expensive good hamburger tasty homemade sauce, Rawai_Flip Side
rn312595127,"Reviewed September 22, 2015 ", Rawai,Flip Side,opt one big burger amazing agree one nice burger ever also chocolate pancake dessert also lovely would highly recommend visit, Rawai_Flip Side
rn309486637,"Reviewed September 12, 2015 ", Rawai,Flip Side,great diner ribs good nice cocktail mocktail lot different beer keep good work, Rawai_Flip Side
rn307183133,"Reviewed September 5, 2015 ", Rawai,Flip Side,enjoy qualitie burger nachos spicy buffalo wing wide range craft beer perfect afternoon treat beachside always special menu pork rib lamb burger cherry beer popsicle many, Rawai_Flip Side
rn307148467,"Reviewed September 5, 2015 ", Rawai,Flip Side,good burger rib phuket along great selection local international beer beachside view must visit, Rawai_Flip Side
rn305222724,"Reviewed August 31, 2015 ", Rawai,Flip Side,nice place sea front busy road nice decor good hamburger homemade sauce great choise beer, Rawai_Flip Side
rn304317907,"Reviewed August 28, 2015 ", Rawai,Flip Side,place home one fine hamburger ever taste thailand try house dish flip side burger contain deep fry onion mature cheddar cheese signature sauce baht also chocolate milkshake, Rawai_Flip Side
rn301036450,"Reviewed August 19, 2015 ", Rawai,Flip Side,good atmosphere comfortable friendly staff lunch perfect nice ocean view menu offer impressive variety burger usually sell first one also many different kind beer world definitely plus big, Rawai_Flip Side
rn300972458,"Reviewed August 18, 2015 ", Rawai,Flip Side,tell new place associate nakita ill stomach eat philly cheese steak recently tasted great hour later pay puzzle, Rawai_Flip Side
rn298192688,"Reviewed August 12, 2015 ", Rawai,Flip Side,read many negative review flipside tripadvisor mostly pertain burger small overpriced today go settle argument glad order cheeseburger fry water baht excellent, Rawai_Flip Side
rn297747655,"Reviewed August 10, 2015 ", Rawai,Flip Side,great place overlook beach rawai experience start friendly welcome lovely staff swiftly show table menu produce beer drink arrange comprehensive wide range menu peruse come good part good home make burger well, Rawai_Flip Side
rn296395732,"Reviewed August 6, 2015 ", Rawai,Flip Side,one good burger ever crave one great view onto ocean aswell mean go back hire scooter kata time, Rawai_Flip Side
rn294924733,"Reviewed August 2, 2015 ", Rawai,Flip Side,fantastic burger fantastic beer really cool relaxed vibe service good short wait food cheese burger would definitely go back see put effort presentation really care client satisfaction, Rawai_Flip Side
rn294845319,"Reviewed August 1, 2015 ", Rawai,Flip Side,place great yes food little expensive owner respond previous review due quality ingredient good service efficient smile, Rawai_Flip Side
rn291929371,"Reviewed July 23, 2015 ", Rawai,Flip Side,chef owner make burger patty use austrailian beef awesome pork rib outstanding also amazing range beer around world staff efficient extremely friendly go, Rawai_Flip Side
rn291647771,"Reviewed July 22, 2015 ", Rawai,Flip Side,enjoy wonderful freshly make prime ground beef non frozen rubish past burger flavour full french fry home make bread roll bagget flip side place go slow cooked rib, Rawai_Flip Side
rn290725874,"Reviewed July 20, 2015 ", Rawai,Flip Side,say anything great thing flip side burger amazing burger sandwich even nachos warm california girl heart never bad meal flip side consistent customer since open, Rawai_Flip Side
rn290261129,"Reviewed July 18, 2015 ", Rawai,Flip Side,invite go eat burger couple mate say last time nice burger curley fry add experience great staff helpful beer ice cold plus wait, Rawai_Flip Side
rn290167661,"Reviewed July 18, 2015 ", Rawai,Flip Side,start love visit restaurant bar everything homemade burger wing flip side melt sandwich homemade milkshake huge beer selection love visit establishment friend family still work, Rawai_Flip Side
rn290001100,"Reviewed July 17, 2015 ", Rawai,Flip Side,keep hear awesome little burger joint call flip side rawai friend local watering hole buddy decide make man date go check lunch must say comfortable, Rawai_Flip Side
rn287758772,"Reviewed July 10, 2015 ", Rawai,Flip Side,lay back place cool music owner nice guy food really good accompany wide selection great beer great view rawai beach make excellent spot catch, Rawai_Flip Side
rn581343339,Reviewed yesterday , Kamala,Cafe del Mar Phuket,street would know behind facade pass entrance large area reveal see beach know go first want leave cafe de, Kamala_Cafe del Mar Phuket
rn580806693,Reviewed 3 days ago , Kamala,Cafe del Mar Phuket,one favorite chill place drink meet friend visit last saturday tall hostess forget namealways smile helpful table reservation cocktail sushi good music fantastic though quite, Kamala_Cafe del Mar Phuket
rn580290668,Reviewed 6 days ago , Kamala,Cafe del Mar Phuket,location good service order cocktail beer staff service mind get, Kamala_Cafe del Mar Phuket
rn579573447,Reviewed 1 week ago , Kamala,Cafe del Mar Phuket,amazing design look posh pool middle get sunbed freak expensive thought, Kamala_Cafe del Mar Phuket
rn579220504,Reviewed 1 week ago , Kamala,Cafe del Mar Phuket,want good sushi recommend come much well restaurant phuket order supreme combo menu indicate famous sushi combination pc instead sushi receive roll philadelphia avocado tuna crab, Kamala_Cafe del Mar Phuket
rn579135531,Reviewed 1 week ago , Kamala,Cafe del Mar Phuket,perfect beach club beach amazing sun set view good location food great staff nice helpful music dj amazing chill day last night definitely back recommend, Kamala_Cafe del Mar Phuket
rn578975065,Reviewed 1 week ago , Kamala,Cafe del Mar Phuket,people around gather certain group people know use place business pleasure expensive cater certain type person people expensive phase value, Kamala_Cafe del Mar Phuket
rn578368023,Reviewed 2 weeks ago , Kamala,Cafe del Mar Phuket,visit venue whilst still early stage wife disappoint occasion main reason disappointment poor customer service receive mainly thai waitress main bar, Kamala_Cafe del Mar Phuket
rn577998217,Reviewed 2 weeks ago , Kamala,Cafe del Mar Phuket,wander beach view drink lunch choose table give menu one come take order seat least minute busy, Kamala_Cafe del Mar Phuket
rn577677974,Reviewed 2 weeks ago , Kamala,Cafe del Mar Phuket,previous review expect poorly run restaurant lounge pleasantly surprised service perfect attend need food amazing sushi platter rib eye steak price extremely reasonable, Kamala_Cafe del Mar Phuket
rn576742139,Reviewed 2 weeks ago , Kamala,Cafe del Mar Phuket,drink amazing yum cocktail happy splash cash aussie price view amazing service crap still good time, Kamala_Cafe del Mar Phuket
rn574640181,Reviewed 4 weeks ago , Kamala,Cafe del Mar Phuket,really enjoy stay really lovely place locate directly beach romantic stylish drink cuisine delicious good party, Kamala_Cafe del Mar Phuket
rn573687686,Reviewed 4 weeks ago , Kamala,Cafe del Mar Phuket,relaxed lounge bar pool bar right beach make place great place spend day way till evening great music hospitable staff chill vibe make place must visit, Kamala_Cafe del Mar Phuket
rn573427084,Reviewed 5 weeks ago , Kamala,Cafe del Mar Phuket,come back brunch nd time month much improvment really french oyster fine de claire amazing homard fresh sashimi tuna scalope gooood masaman spicy perfect big fresh fish bbq style, Kamala_Cafe del Mar Phuket
rn573391698,"Reviewed April 14, 2018 ", Kamala,Cafe del Mar Phuket,dinner last night place busy buzz great atmosphere lively music staff lovely friendly menu good much choice vegetarian vegetable pad thai surprisingly, Kamala_Cafe del Mar Phuket
rn573387229,"Reviewed April 14, 2018 ", Kamala,Cafe del Mar Phuket,absolutely love place great music management great daytime get bottle champagne fyoufyoudyoube lounge daybe pool even well sunset music get really good way many steroid tattooed muscle head, Kamala_Cafe del Mar Phuket
rn572480909,"Reviewed April 10, 2018 ", Kamala,Cafe del Mar Phuket,place visit time around disappointed cafe del march build last time phuket look set great new addition island beach club, Kamala_Cafe del Mar Phuket
rn572313124,"Reviewed April 9, 2018 ", Kamala,Cafe del Mar Phuket,place really deserve amazing food service excellent waitress friendly helpful astonishing fire dance show beach recommend every person come thailand go phuket, Kamala_Cafe del Mar Phuket
rn572027485,"Reviewed April 8, 2018 ", Kamala,Cafe del Mar Phuket,cafe del mar definitely favorite place phuket starter place design refined mannerthe food amazing well thailand service good friendly positive love place, Kamala_Cafe del Mar Phuket
rn572009634,"Reviewed April 8, 2018 ", Kamala,Cafe del Mar Phuket,visit phuket family like crowd touristic side much trip advisor daughter read place decide give try surprise catch right minute go, Kamala_Cafe del Mar Phuket
rn570822652,"Reviewed April 3, 2018 ", Kamala,Cafe del Mar Phuket,arrive find power electricity tell order drink lack atmosphere music really could organise battery operate portable speaker something around bar lack forward thinking, Kamala_Cafe del Mar Phuket
rn570397410,"Reviewed April 2, 2018 ", Kamala,Cafe del Mar Phuket,beach club thailand wear shirt eat haha impressd policy haha, Kamala_Cafe del Mar Phuket
rn569038959,"Reviewed March 27, 2018 ", Kamala,Cafe del Mar Phuket,nice beach club nice service beds table good beach club ever visit bed tree pool really big possibility get sun abd sea view prefere, Kamala_Cafe del Mar Phuket
rn568572047,"Reviewed March 24, 2018 ", Kamala,Cafe del Mar Phuket,visit first time today thank great food staff great visit, Kamala_Cafe del Mar Phuket
rn568391303,"Reviewed March 24, 2018 ", Kamala,Cafe del Mar Phuket,good place relax sunbathe chill pool go beach nice music food friendly staff need ask something short time somebody come, Kamala_Cafe del Mar Phuket
rn568188486,"Reviewed March 22, 2018 ", Kamala,Cafe del Mar Phuket,arrive group male look something noon pm flight back bkk pm greet old westerner say allow girl, Kamala_Cafe del Mar Phuket
rn567816231,"Reviewed March 21, 2018 ", Kamala,Cafe del Mar Phuket,visit large group pax take reservation person phuket even make call email reserve table walk tell purchase least, Kamala_Cafe del Mar Phuket
rn567634013,"Reviewed March 20, 2018 ", Kamala,Cafe del Mar Phuket,say amazing place nice take relax except smoke people smoke everywhere want well area smoke nice staff staff act like thai, Kamala_Cafe del Mar Phuket
rn567018881,"Reviewed March 17, 2018 ", Kamala,Cafe del Mar Phuket,get wrong place look amazing congrat grand opening experience review fully deserve star rating come party hear great thing place want experienced, Kamala_Cafe del Mar Phuket
rn566982400,"Reviewed March 17, 2018 ", Kamala,Cafe del Mar Phuket,place offer great atmosphere enjoy sunset nice cocktail good music service hand sporadic would say people friendly offer service majority, Kamala_Cafe del Mar Phuket
rn566907556,"Reviewed March 16, 2018 ", Kamala,Cafe del Mar Phuket,universal dish hamburger pizza limit common base dough everyone dispose organize express difference beautiful place locate beach drink, Kamala_Cafe del Mar Phuket
rn566546234,"Reviewed March 14, 2018 ", Kamala,Cafe del Mar Phuket,lovely food drink quite expensive thailand phuket like attentive staff load fact good two small child great chill atmosphere, Kamala_Cafe del Mar Phuket
rn566381025,"Reviewed March 13, 2018 ", Kamala,Cafe del Mar Phuket,decide go dinner cafe del mar generally good review locate right beach feature swimming pool could actually spend full day lively place music, Kamala_Cafe del Mar Phuket
rn566316226,"Reviewed March 13, 2018 ", Kamala,Cafe del Mar Phuket,place change kamala good way full pose rich kid rich equal class totally self indulgent place astonishing price underwhelming spend half hour decide, Kamala_Cafe del Mar Phuket
rn565794694,"Reviewed March 11, 2018 ", Kamala,Cafe del Mar Phuket,time experience breathtaking sunset crowd good music drink standard, Kamala_Cafe del Mar Phuket
rn565704424,"Reviewed March 10, 2018 ", Kamala,Cafe del Mar Phuket,friend brunch good sunday brunch ever see life rich buffet seafood possible market fresh sushi sashimi pizza much service impeccable friendly, Kamala_Cafe del Mar Phuket
rn565378104,"Reviewed March 8, 2018 ", Kamala,Cafe del Mar Phuket,expat work phuket fair share beach club around say one well manage enjoyable beach club look thai often come thai friend never experience discrimination though, Kamala_Cafe del Mar Phuket
rn565076006,"Reviewed March 7, 2018 ", Kamala,Cafe del Mar Phuket,group celebrate colleague promotion one recommend place amazing choose drink dine aim enjoy conversation good ambiance lovely till rain fall enjoy food, Kamala_Cafe del Mar Phuket
rn564702198,"Reviewed March 5, 2018 ", Kamala,Cafe del Mar Phuket,family vacation come cafe del mar without book staff make sit order italian room manager order drink eat head room advise delicious wine, Kamala_Cafe del Mar Phuket
rn563814988,"Reviewed March 2, 2018 ", Kamala,Cafe del Mar Phuket,attentive staff good pizza great spot enjoy shade beach also sun lounge double single bed pool enjoy keen sunbathe since quite shaded towel drink would, Kamala_Cafe del Mar Phuket
rn563411460,"Reviewed February 28, 2018 ", Kamala,Cafe del Mar Phuket,place lovely tony make good tasty pizza napoletana highly recommend eat ask tony, Kamala_Cafe del Mar Phuket
rn562689433,"Reviewed February 25, 2018 ", Kamala,Cafe del Mar Phuket,discover place next hotel phuket two day since decide go every dinner finally brunch sunday pizza good tasty like original italian pizza, Kamala_Cafe del Mar Phuket
rn562348671,"Reviewed February 23, 2018 ", Kamala,Cafe del Mar Phuket,often come back cdm especially saturday sunday couple italian naple live really distant kata want typical neapolitan flavor come find unique neapolitan pizzaiolo phuket, Kamala_Cafe del Mar Phuket
rn561434135,"Reviewed February 19, 2018 ", Kamala,Cafe del Mar Phuket,experience dont want miss club fantastic location beach direct beach accsess service friendly efficient compare could experience tremendous improvement operation head steve, Kamala_Cafe del Mar Phuket
rn561140940,"Reviewed February 17, 2018 ", Kamala,Cafe del Mar Phuket,cafe del mar deliver great food service stunning location perfect place chilled sundowner diplomatico rum rock watch sun go international beautiful people make place one top favourite sadly kid, Kamala_Cafe del Mar Phuket
rn560750527,"Reviewed February 15, 2018 ", Kamala,Cafe del Mar Phuket,happy discover bar relatively quiet kamala beach offer great lounge experience beach swimming pool nice music incredible food bit expensive comparison restaurant around, Kamala_Cafe del Mar Phuket
rn560584900,"Reviewed February 15, 2018 ", Kamala,Cafe del Mar Phuket,spend always great time go like time week eat day night time food great pizza especially amazing music top service efficient kind special thank rudy, Kamala_Cafe del Mar Phuket
rn560572571,"Reviewed February 14, 2018 ", Kamala,Cafe del Mar Phuket,last review scathing friend suggest hit cafe del mar skeptical drink decide give go wow turnaround new gm steve come, Kamala_Cafe del Mar Phuket
rn559696273,"Reviewed February 10, 2018 ", Kamala,Cafe del Mar Phuket,nice atmospher right beautiful kamala beach serve good food drink classy decere good music, Kamala_Cafe del Mar Phuket
rn559585406,"Reviewed February 10, 2018 ", Kamala,Cafe del Mar Phuket,brother visit caf del mar twice trip phuket first restaurant sunday night understandable quiet food fantastic service great venue impressive second visit follow saturday night tonight th, Kamala_Cafe del Mar Phuket
rn559555088,"Reviewed February 10, 2018 ", Kamala,Cafe del Mar Phuket,partner recently visit highlight visit phuket many beach club even original cafe del mar expectation high excitement start lunch, Kamala_Cafe del Mar Phuket
rn559044102,"Reviewed February 7, 2018 ", Kamala,Cafe del Mar Phuket,definitely must go place ever kamala phuket food great music great time though little bit commercial time, Kamala_Cafe del Mar Phuket
rn558857109,"Reviewed February 6, 2018 ", Kamala,Cafe del Mar Phuket,want break beach temple find place google little far away hotel take tuk tuk patong baht arrive hostess tell min consumption, Kamala_Cafe del Mar Phuket
rn558116078,"Reviewed February 3, 2018 ", Kamala,Cafe del Mar Phuket,hi steve recently visit cafe del mar phuket really impressed entire setup great job wooden armchair fantastic wonder come think get couple living room, Kamala_Cafe del Mar Phuket
rn558095577,"Reviewed February 3, 2018 ", Kamala,Cafe del Mar Phuket,visit bar feb friend like use experience course open new zone design really good good dj bad staff service, Kamala_Cafe del Mar Phuket
rn557350114,"Reviewed January 30, 2018 ", Kamala,Cafe del Mar Phuket,girlfriend attend cafe del mar dinner one week night whilst kamala pleased visit cafe del mar excellent atmosphere beachy yet sophisticated perfect place sunset, Kamala_Cafe del Mar Phuket
rn555924335,"Reviewed January 23, 2018 ", Kamala,Cafe del Mar Phuket,staff welcome arrogant racist recommend tan beach really disappoint place neither keep musical spirit sensible house bring people together absolutely avoid elitist, Kamala_Cafe del Mar Phuket
rn555338099,"Reviewed January 21, 2018 ", Kamala,Cafe del Mar Phuket,go often recently time always happy service feel like staff active lately take time ask could change table, Kamala_Cafe del Mar Phuket
rn554582674,"Reviewed January 18, 2018 ", Kamala,Cafe del Mar Phuket,brunch ok price sad quality buffet la carte see sushi pizza dessert lobster tasty beef pizza guy slow, Kamala_Cafe del Mar Phuket
rn554403732,"Reviewed January 17, 2018 ", Kamala,Cafe del Mar Phuket,place really nice unique definitely feel beach club attract clientele come itthe price food ridiculous quality quantity also get serve minute later get, Kamala_Cafe del Mar Phuket
rn554360944,"Reviewed January 17, 2018 ", Kamala,Cafe del Mar Phuket,beach bar couple hour service quick love swimming pool eveything nice security inside shop parking, Kamala_Cafe del Mar Phuket
rn553941517,"Reviewed January 15, 2018 ", Kamala,Cafe del Mar Phuket,beautiful place good place chill people watch forget shade pretentious people thing may want give miss almost everyone pool peacocke pizza good lot russiansmore, Kamala_Cafe del Mar Phuket
rn553808578,"Reviewed January 14, 2018 ", Kamala,Cafe del Mar Phuket,visit place three time stay phuket maybe one good place enjoy drink sea also organize pool party weekend bit expensive worth, Kamala_Cafe del Mar Phuket
rn553496244,"Reviewed January 12, 2018 ", Kamala,Cafe del Mar Phuket,frankly food fine review really factor ok sushi greek salad really something base food review whole reason scene people, Kamala_Cafe del Mar Phuket
rn553203250,"Reviewed January 11, 2018 ", Kamala,Cafe del Mar Phuket,nice beach club excellent sevice nice beach upfront top night party well make reservation big party house, Kamala_Cafe del Mar Phuket
rn553170795,"Reviewed January 11, 2018 ", Kamala,Cafe del Mar Phuket,avoid cafe del mar nearly two week music daytime seem loud travel kid know fact beach club really need hesitant choose, Kamala_Cafe del Mar Phuket
rn553128117,"Reviewed January 11, 2018 ", Kamala,Cafe del Mar Phuket,pretty place people watch service almost ridiculouswhat think see review comment mgr say take care well today experience less nicethe waiter pretend understand, Kamala_Cafe del Mar Phuket
rn551418839,"Reviewed January 4, 2018 ", Kamala,Cafe del Mar Phuket,twice sunday brunch buffet afternoon chill poolside lounging excellent selection food buffet include seafood meat pasta pizza cheese sushi tasty fresh well serviced buffet, Kamala_Cafe del Mar Phuket
rn550939229,"Reviewed January 2, 2018 ", Kamala,Cafe del Mar Phuket,spend christmas eve christmas day really good beach club quality pool swim bar dj ambience atmosphere excellent beach area also good overcrowded water sport available well, Kamala_Cafe del Mar Phuket
rn550801226,"Reviewed January 1, 2018 ", Kamala,Cafe del Mar Phuket,place beach really nice pay attention service restaurant really bad wait hour half get salad drink something swim ok eat, Kamala_Cafe del Mar Phuket
rn550794684,"Reviewed January 1, 2018 ", Kamala,Cafe del Mar Phuket,atmosphere music pretty cool service pretty slow order serve clean non existent plate glass sit table time wine list order tell later, Kamala_Cafe del Mar Phuket
rn550551233,"Reviewed December 31, 2017 ", Kamala,Cafe del Mar Phuket,brunch good enjoy beautiful singer belly dance end site near speaker loud great start brunch definitely recommend maybe change live music, Kamala_Cafe del Mar Phuket
rn549385830,"Reviewed December 26, 2017 ", Kamala,Cafe del Mar Phuket,place excellent right street see many review complainkng loud music cost beach club come like music really get pay place, Kamala_Cafe del Mar Phuket
rn548963096,"Reviewed December 23, 2017 ", Kamala,Cafe del Mar Phuket,want loud mostly bad music drown everything else kamala beach include earphone placemore, Kamala_Cafe del Mar Phuket
rn548218035,"Reviewed December 20, 2017 ", Kamala,Cafe del Mar Phuket,like european beach disco club style bar music throbbing background lot overdress people lovely beach area two cocktail lovely expensive service ok basic beach wear, Kamala_Cafe del Mar Phuket
rn547519565,"Reviewed December 16, 2017 ", Kamala,Cafe del Mar Phuket,praise place enough service ambience food cocktail music high level go swim end spend whole day hat manager team react quickly, Kamala_Cafe del Mar Phuket
rn546716626,"Reviewed December 11, 2017 ", Kamala,Cafe del Mar Phuket,really love pavilion interior design light comfortable meal enjoy beach dance next pool haha still construction go little bit noisy, Kamala_Cafe del Mar Phuket
rn546592925,"Reviewed December 11, 2017 ", Kamala,Cafe del Mar Phuket,tropical also surround magic atmosphere create music people dance disco also swimming pool dinner restaurant bad, Kamala_Cafe del Mar Phuket
rn545399440,"Reviewed December 5, 2017 ", Kamala,Cafe del Mar Phuket,service arrogant place almost empty insist minimum spend lunch two personsmore, Kamala_Cafe del Mar Phuket
rn544613685,"Reviewed December 2, 2017 ", Kamala,Cafe del Mar Phuket,awfull customer service want charge two extra beer order personnel make mistake say fault see problem end still pay, Kamala_Cafe del Mar Phuket
rn544357960,"Reviewed November 30, 2017 ", Kamala,Cafe del Mar Phuket,like trendy place much twice stay food taste fresh service par live dj one visit fun dancer another visit also, Kamala_Cafe del Mar Phuket
rn543923854,"Reviewed November 28, 2017 ", Kamala,Cafe del Mar Phuket,big fan swimming sea go place sea swimming pool good level service live dj playing girl dance time, Kamala_Cafe del Mar Phuket
rn543777323,"Reviewed November 28, 2017 ", Kamala,Cafe del Mar Phuket,amazing placemusic food drink service everythink great thank lot cafe del march, Kamala_Cafe del Mar Phuket
rn542597157,"Reviewed November 22, 2017 ", Kamala,Cafe del Mar Phuket,kamala almost week time great location beach food atmosphere fantastic look somewhere laze hour place go youfef recommend meat, Kamala_Cafe del Mar Phuket
rn541732224,"Reviewed November 18, 2017 ", Kamala,Cafe del Mar Phuket,stay kamala beach walk past beach club place look beautiful beach grayish orange accent lot tree big palapa construction go back area towards road minor, Kamala_Cafe del Mar Phuket
rn541427255,"Reviewed November 16, 2017 ", Kamala,Cafe del Mar Phuket,perfect unbeatable location kamala beach good music nice poolpartys excellent food go stay phuket days every day caf del march amazing sit relax whole staff friendly try make, Kamala_Cafe del Mar Phuket
rn541324471,"Reviewed November 16, 2017 ", Kamala,Cafe del Mar Phuket,great beach front location face almost due west superb sunset guarantee excellent food drink menu matching service swimming pool area rear premise great ambience highly recommend, Kamala_Cafe del Mar Phuket
rn541285942,"Reviewed November 15, 2017 ", Kamala,Cafe del Mar Phuket,cafe del mar friendly relaxed feel make child much home though expensive thai standard b adult kid drink meal food extremely high standard, Kamala_Cafe del Mar Phuket
rn541159465,"Reviewed November 15, 2017 ", Kamala,Cafe del Mar Phuket,nice place next sea front great see sunset eat menu traditional thai food european style also nice friendly staff totally worth visit area, Kamala_Cafe del Mar Phuket
rn540057618,"Reviewed November 10, 2017 ", Kamala,Cafe del Mar Phuket,cool bar right kamala beach umbrella poolside couch fabulous drink food swam sea sunset happy hour pool cafe overlook sea perfect experience, Kamala_Cafe del Mar Phuket
rn538513466,"Reviewed November 5, 2017 ", Kamala,Cafe del Mar Phuket,cool place beach great chill music love good selection menus nicely plate good presentation affordable price staff welcome friendly place come back soonmore, Kamala_Cafe del Mar Phuket
rn538421530,"Reviewed November 5, 2017 ", Kamala,Cafe del Mar Phuket,saturday evening friend go check beach club excited go check recently new venue enter greet tell sofas reserve want table would, Kamala_Cafe del Mar Phuket
rn538247435,"Reviewed November 4, 2017 ", Kamala,Cafe del Mar Phuket,literally think title describe place take rather wealthy aussie friend tonight ask table tell table need bottle bear mind spend k club, Kamala_Cafe del Mar Phuket
rn538017449,"Reviewed November 3, 2017 ", Kamala,Cafe del Mar Phuket,first location really good sea basicaly place every single food try two day row least h day great would nothing without, Kamala_Cafe del Mar Phuket
rn536818162,"Reviewed October 29, 2017 ", Kamala,Cafe del Mar Phuket,location food waiter music sunbed except current buliding hotel site slight noise go along place perfect spend lot day switch pool beach, Kamala_Cafe del Mar Phuket
rn536742313,"Reviewed October 28, 2017 ", Kamala,Cafe del Mar Phuket,trouble find place hear mile away bass bad disco music echo kamala beach drink ridiculously overprice tourist trap never find local waste money, Kamala_Cafe del Mar Phuket
rn536078728,"Reviewed October 25, 2017 ", Kamala,Cafe del Mar Phuket,hey spot classy stylish n alive beachside spend day n sunset must go place amazing menu chef ronnie n fabulous crew easy lazy paradise feel eat heart ibiza, Kamala_Cafe del Mar Phuket
